title,summary,published
Refining the Census of the Upper Scorpius Association with Gaia,"We have refined the census of stars and brown dwarfs in the Upper Sco
association (~10 Myr, ~145 pc) by 1) updating the selection of candidate
members from our previous survey to include the high-precision astrometry from
the second data release of Gaia, 2) obtaining spectra of a few hundred
candidate members to measure their spectral types and verify their youth, and
3) assessing the membership (largely with Gaia astrometry) of 2020 stars toward
Upper Sco that show evidence of youth in this work and previous studies. We
arrive at a catalog of 1761 objects that are adopted as members of Upper Sco.
The distribution of spectral types among the adopted members is similar to
those in other nearby star-forming regions, indicating a similar initial mass
function. In previous studies, we have compiled mid-infrared photometry from
WISE and the Spitzer Space Telescope for members of Upper Sco and used those
data to identify the stars that show evidence of circumstellar disks; we
present the same analysis for our new catalog of members. As in earlier work,
we find that the fraction of members with disks increases with lower stellar
masses, ranging from <=10% for >1 Msun to ~22% for 0.01-0.3 Msun. Finally, we
have estimated the relative ages of Upper Sco and other young associations
using their sequences of low-mass stars in M(G_RP) versus G_BP-G_RP. This
comparison indicates that Upper Sco is a factor of two younger than the beta
Pic association (21-24 Myr) according to both non-magnetic and magnetic
evolutionary models.",2020-05-20T15:22:35Z
"Scaling K2. I. Revised Parameters for 222,088 K2 Stars and a K2 Planet
  Radius Valley at 1.9 $R_{\oplus}$","Previous measurements of stellar properties for K2 stars in the Ecliptic
Plane Input Catalog (EPIC; Huber et al. 2016) largely relied on photometry and
proper motion measurements, with some added information from available spectra
and parallaxes. Combining Gaia DR2 distances with spectroscopic measurements of
effective temperatures, surface gravities, and metallicities from the Large Sky
Area Multi-Object Fibre Spectroscopic Telescope (LAMOST) DR5, we computed
updated stellar radii and masses for 26,838 K2 stars. For 195,250 targets
without a LAMOST spectrum, we derived stellar parameters using random forest
regression on photometric colors trained on the LAMOST sample. In total, we
measured spectral types, effective temperatures, surface gravities,
metallicities, radii, and masses for 222,088 A, F, G, K, and M-type K2 stars.
With these new stellar radii, we performed a simple reanalysis of 299 confirmed
and 517 candidate K2 planet radii from Campaigns 1--13, elucidating a distinct
planet radius valley around 1.9 $R_{\oplus}$, a feature thus far only
conclusively identified with Kepler planets, and tentatively identified with K2
planets. These updated stellar parameters are a crucial step in the process
toward computing K2 planet occurrence rates.",2020-01-30T19:00:01Z
Physical and chemical properties of Wolf-Rayet planetary nebulae,"Wolf-Rayet ([WR]) and weak emission-line ($wels$) central stars of planetary
nebulae (PNe) have hydrogen-deficient atmospheres, whose origins are not well
understood. In the present study, we have conducted plasma diagnostics and
abundance analyses of 18 Galactic PNe surrounding [WR] and $wels$ nuclei, using
collisionally excited lines (CELs) and optical recombination lines (ORLs)
measured with the Wide Field Spectrograph on the ANU 2.3-m telescope at the
Siding Spring Observatory complemented with optical archival data. Our plasma
diagnostics imply that the electron densities and temperatures derived from
CELs are correlated with the intrinsic nebular H$\beta$ surface brightness and
excitation class, respectively. Self-consistent plasma diagnostics of heavy
element ORLs of N${}^{2+}$ and O${}^{2+}$ suggest that a small fraction of cool
($\lesssim 7000$ K), dense ($\sim 10^4-10^5$ cm$^{-3}$) materials may be
present in some objects, though with large uncertainties. Our abundance
analyses indicate that the abundance discrepancy factors (ADF$\equiv$ORLs/CELs)
of O${}^{2+}$ are correlated with the dichotomies between forbidden-line and He
I temperatures. Our results likely point to the presence of a tiny fraction of
cool, oxygen-rich dense clumps within the diffuse warm ionized nebulae.
Moreover, our elemental abundances derived from CELs are mostly consistent with
AGB models in the range of initial masses from 1.5 to 5M$_{\odot}$. Further
studies are necessary to understand better the origins of abundance
discrepancies in PNe around [WR] and $wels$ stars.",2021-06-20T22:18:14Z
"The Araucaria Project: The distance to the Fornax Dwarf Galaxy from
  near-infrared photometry of RR Lyrae stars","We have obtained single-phase near-infrared (NIR) magnitudes in the J- and
K-bands for 77 RR Lyrae (RRL) stars in the Fornax Dwarf Spheroidal Galaxy. We
have used different theoretical and empirical NIR period-luminosity-metallicity
calibrations for RRL stars to derive their absolute magnitudes, and found a
true, reddening-corrected distance modulus of 20.818 +/- 0.015 (statistical)
+/- 0.116 (systematic) mag. This value is in excellent agreement with the
results obtained within the Araucaria Project from the NIR photometry of red
clump stars (20.858 +/- 0.013 mag), the tip of the red giant branch (20.84 +/-
0.04 +/- 0.14 mag), as well as with other independent distance determinations
to this galaxy. The effect of metallicity and reddening is substantially
reduced in the NIR domain, making this method a robust tool for accurate
distance determination at the 5 percent level. This precision is expected to
reach the level of 3 percent once the zero points of distance calibrations are
refined thanks to the Gaia mission. NIR period-luminosity-metallicity relations
of RRL stars are particularly useful for distance determinations to galaxies
and globular clusters up to 300 kpc, that lack young standard candles, like
Cepheids.",2017-10-25T07:59:54Z
"Catalog of Chromium, Cobalt, and Nickel Abundances in Globular Clusters
  and Dwarf Galaxies","We present measurements of the abundances of chromium, cobalt, and nickel in
4113 red giants, including 2277 stars in globular clusters, 1820 stars in the
Milky Way's dwarf satellite galaxies, and 16 field stars. We measured the
abundances from mostly archival Keck/DEIMOS medium-resolution spectroscopy with
a resolving power of R ~ 6500 and a wavelength range of approximately 6500-9000
A. The abundances were determined by fitting spectral regions that contain
absorption lines of the elements under consideration. We used estimates of
temperature, surface gravity, and metallicity that we previously determined
from the same spectra. We estimated systematic error by examining the
dispersion of abundances within mono-metallic globular clusters. The median
uncertainties for [Cr/Fe], [Co/Fe], and [Ni/Fe] are 0.20, 0.20, and 0.13,
respectively. Finally, we validated our estimations of uncertainty through
duplicate measurements, and we evaluated the accuracy and precision of our
measurements through comparison to high-resolution spectroscopic measurements
of the same stars.",2019-06-19T18:04:29Z
"Optical, J, and K light curves of XTE J1118+480 = KV UMa: the mass of
  the black hole and the spectrum of the non-stellar component","Optical, J, and K photometric observations of the KV UMa black hole X-ray
nova in its quiescent state obtained in 2017-2018 are presented. A significant
flickering within light curves was not detected, although the average
brightness of the system faded by $\approx 0.1^m$ during 350 days. Changes in
the average brightness were not accompanied with the increase or the decrease
of the flickering. From the modelling of five light curves the inclination of
the KV UMa orbit and the black hole mass were obtained: $i=74^{\circ}\pm
4^{\circ}$, $M_{BH}=(7.06\div 7.24)M_{\odot}$ dependently on the used mass
ratio. The non-stellar component of the spectrum in the range $\lambda=6400\div
22000$\r{A} can be fitted by a power law $F_{\lambda}\sim \lambda^{\alpha}$,
$\alpha\approx -1.8$. The accretion disk orientation angle changed from one
epoch to another. The model with spots on the star was inadequate. Evolutionary
calculations using the ""Scenario Machine"" code were performed for low mass
X-ray binaries, a recently discovered anomalously rapid decrease of the orbital
period was taken into account. We showed that the observed decrease can be
consistent with the magnetic stellar wind of the optical companion which
magnetic field was increased during the common envelope stage. Several
constraints on evolutionary scenario parameters were done.",2019-09-12T10:34:52Z
"Core-Collapse Supernovae: From Neutrino-Driven 1D Explosions to Light
  Curves and Spectra","We present bolometric and broadband light curves and spectra for a suite of
core-collapse supernova models exploded self-consistently in spherical symmetry
within the PUSH framework. We analyze broad trends in these light curves and
categorize them based on morphology. We find these morphological categories
relate simply to the progenitor radius and the mass of the hydrogen envelope.
We present a proof-of-concept sensitive-variable analysis, indicating that an
important determining factor in the properties of a light curve within a given
category is $^{56}$Ni mass. We follow spectra from the photospheric to the
nebular phase. These spectra show characteristic iron-line blanketing at short
wavelengths and Doppler-shifted Fe II and Ti II absorption lines. To enable
this analysis, we develop a first-of-its-kind pipeline from a massive
progenitor model, through a self-consistent explosion in spherical symmetry, to
electromagnetic counterparts. This opens the door to more detailed analyses of
the collective properties of these observables. We provide a machine readable
database of our light curves and spectra online at go.ncsu.edu/astrodata.",2020-08-12T18:01:25Z
"The search for failed supernovae with the Large Binocular Telescope: a
  new candidate and the failed SN fraction with 11 yr of data","We present updated results of the Large Binocular Telescope Search for Failed
Supernovae. This search monitors luminous stars in 27 nearby galaxies with a
current baseline of 11~yr of data. We re-discover the failed supernova (SN)
candidate N6946-BH1 as well as a new candidate, M101-OC1. M101-OC1 is a blue
supergiant that rapidly disappears in optical wavelengths with no evidence for
significant obscuration by warm dust. While we consider other options, a good
explanation for the fading of M101-OC1 is a failed SN, but follow-up
observations are needed to confirm this. Assuming only one clearly detected
failed SN, we find a failed SN fraction $f = 0.16^{+0.23}_{-0.12}$ at 90
per~cent confidence. We also report on a collection of stars that show slow
($\sim$decade), large amplitude ($\Delta L/L > 3$) luminosity changes.",2021-04-07T18:00:02Z
"3D Parameter Maps of Red Clump Stars in the Milky Way -- Absolute
  Magnitudes and Intrinsic Colors","Red clump stars (RCs) are useful tracers of distances, extinction, chemical
abundances, and Galactic structures and kinematics. Accurate estimation of the
RC parameters -- absolute magnitude and intrinsic color -- is the basis for
obtaining high-precision RC distances. By combining astrometric data from Gaia,
spectroscopic data from APOGEE and LAMOST, and multi-band photometric data from
Gaia, APASS, Pan-STARRS1, 2MASS, and WISE surveys, we use the Gaussian process
regression to train machine learners to derive the multi-band absolute
magnitudes $M_\lambda$ and intrinsic colors $(\lambda_1-\lambda_2)_0$ for each
spectral RC. The dependence of $M_\lambda$ on metallicity decreases from
optical to infrared bands, while the dependence of $M_\lambda$ on age is
relatively similar in each band. $(\lambda_1-\lambda_2)_0$ are more affected by
metallicity than age. The RC parameters are not suitable to be represented by
simple constants but are related to the Galactic stellar population structure.
By analyzing the variation of $M_\lambda$ and $(\lambda_1-\lambda_2)_0$ in the
spatial distribution, we construct $(R, z)$ dependent maps of mean absolute
magnitudes and mean intrinsic colors of the Galactic RCs. Through external and
internal validation, we find that using three-dimensional (3D) parameter maps
to determine RC parameters avoids systematic bias and reduces dispersion by
about 20% compared to using constant parameters. Based on Gaia's EDR3 parallax,
our 3D parameter maps, and extinction-distance profile selection, we obtain a
photometric RC sample containing 11 million stars with distance and extinction
measurements.",2021-08-31T04:05:24Z
"No Such Thing as a Simple Flare: Substructure and QPPs Observed in a
  Statistical Sample of 20 Second Cadence TESS Flares","A 20 second cadence TESS monitoring campaign of 226 low-mass flare stars
during Cycle 3 recorded 3792 stellar flares of >10^32 erg. We explore the
time-resolved emission and substructure in 440 of the largest flares observed
at high S/N, 97% of which released energies of >10^33 erg. We discover
degeneracy present at 2 minute cadence between sharply-peaked and weakly-peaked
flares is common, although 20 second cadence breaks these degeneracies. We
better resolve the rise phases and find 46% of large flares exhibit
substructure during the rise phase. We observe 49 candidate quasi-periodic
pulsations (QPP) and confirm 17 at 3+ sigma. Most of our QPPs have periods less
than 10 minutes, suggesting short period optical QPPs are common. We find QPPs
in both the rise and decay phases of flares, including a rise-phase QPP in a
large flare from Proxima Cen. We confirm the Davenport et al. (2014) template
provides a good fit to most classical flares observed at high cadence, although
9% favor Gaussian peaks instead. We characterize the properties of complex
flares, finding 17% of complex flares exhibit ""peak-bump"" morphologies composed
of a large, highly impulsive peak followed by a second more gradual Gaussian
peak. We also estimate the UVC surface fluences of temperate planets at flare
peak and find 1/3 of 10^34 erg flares reach the D90 dose of D. Radiodurans in
just 20 seconds in the absence of an atmosphere.",2021-10-25T18:00:01Z
"Stars in the Local Galactic Thick Disk and Halo in Gaia EDR3: A
  catalogue of Half a Million Local Main-sequence Stars with Photometric
  Metallicities","We present a catalogue of 551,214 main-sequence stars in the local ($d < 2$
kpc) Galactic thick disk and halo, based on a search of stars with large proper
motions ($\mu_{\mathrm{tot}} > 40.0$ mas/yr) in the Gaia Early Data Release 3.
We derive photometric metallicity calibrated from the
colour-luminosity-metallicity distribution of 20,047 stars with spectroscopic
metallicities, collected from various spectroscopic surveys, including SDSS
SEGUE/APOGEE, GALAH DR3, and LAMOST DR6. We combine these results to construct
an empirical colour-magnitude-metallicity grid, which can be used to estimate
photometric metallicities for low-mass metal-poor stars of K and M subtypes
from their absolute $G$ magnitude and colour values. We find that low-mass,
high-velocity stars in our catalogue share similar kinematics as reported in
recent studies of more luminous Galactic halo stars. The pseudo-kinematic
analysis of our sample recovers the main local halo structures, including the
Gaia-Enceladus Stream and the Helmi stream; aside from these the local halo
stars appear to show a remarkably smooth distribution in velocity space. Since
the future Gaia data release will provide radial velocity measurements for only
a small number of our sample, our catalogue provides targets of high interest
for the future spectroscopic observation programs like SDSS-V, DESI MW survey,
WEAVE, and/or 4MOST.",2021-12-14T14:10:27Z
"The Flaring TESS Objects of Interest: Flare Rates for all Two Minute
  Cadence TESS Planet Candidates","Although more than 5000 TESS Objects of Interest have been cataloged, no
comprehensive survey of the flare rates of their host stars exists. We perform
the first flare survey of all 2250 non-retired TOIs with 2 min cadence light
curves to measure or place upper limits on their flare rates. We find 93
candidates orbit flare stars and measure their flare frequency distributions.
Across the sample, TOIs of <1.5R_Earth orbit flare stars more frequently than
do TOIs of 1.5<R<2.75R_Earth, 2.75<R<4R_Earth, or R<4R_Earth. We sort all TOI
host stars by their flare rate/upper limit, stellar mass, and distance to
create a flare ranking metric (FRM) to determine suitability for follow-up. The
FRM of each TOI is then checked against the expected signal-to-noise of
atmospheric features in transmission spectroscopy to locate the most promising
targets. We find 1/4 of terrestrial M-dwarf planets amenable to transmission
spectroscopy orbit flare stars. However, none of the M-dwarf hosts to
terrestrial planets are currently flaring at sufficient levels for >99.9%
atmospheric ozone depletion. We give the first upper limits on the flare rate
of the host star to TOI 700 d and explore the flare rates incident on young
planets such as DS Tuc Ab.",2022-03-03T19:00:01Z
"Population synthesis of AX J1745.6-2901 X-ray nova type binaries with
  rapidly decreasing orbital periods","The neutron star low mass X-ray binary (LMXB) AX J1745.6-2901 was detected an
anomalously fast decrease of orbital period. The decreasing rate of orbital
period exceeds the contribution of all processes extracting angular momentum
from the binary star in standard model. Using SCENARIO MACHINE code we
conducted a population synthesis study of X-ray novae with neutron stars to
investigate a possible formation and evolution of such binaries. Such close
LMXBs should experience a preceding common envelope stage, in which the
magnetic fields of the low mass main-sequence donor stars can be dramatically
amplified. Our calculations show that the magnetic stellar wind of the optical
companion can efficiently extract angular momentum from the binary systems, and
produce the observed orbital-period derivatives of AX J1745.6-2901 and black
hole LMXBs. The estimated values of the required magnetic field induction are
following: $B_\textrm{d}\approx 400$ G (AX~J1745.6-2901), $B_\textrm{d}\approx
1500$ G (KV UMa), $B_\textrm{d}\approx 400$ G (A0620-00), $B_\textrm{d}\approx
1800$ G (Nova Muscae). We successfully reproduced the current observational
abundance of such anomalous neutron star X-ray novae, and computed the
appropriate value of the parameter of magnetic braking $\lambda_\textrm{MSW}$
($0.8-0.6$ for Roche lobe filling stars and $0.4-0.15$ for binaries with
partial Roche lobe filling).",2022-06-08T17:34:31Z
"Se-ResNet+SVM model: an effective method of searching for hot subdwarfs
  from LAMOST","In this paper, we apply the feature-integration idea to fuse the abstract
features extracted by Se-ResNet with experience features into hybrid features
and input the hybrid features to the Support Vector Machine (SVM) to classify
Hot subdwarfs. Based on this idea, we construct a Se-ResNet+SVM model,
including a binary classification model and a four-class classification model.
The four-class classification model can further screen the hot subdwarf
candidates obtained by the binary classification model. The F1 values derived
by the binary and the four-class classification model on the test set are
96.17% and 95.64%, respectively. Then, we use the binary classification model
to classify 333,534 nonFGK type spectra in the low-resolution spectra of LAMOST
DR8 and obtain a catalog of 3,266 hot subdwarf candidates, of which 1223 are
newly-determined. Subsequently, the four-class classification model further
filtered the 3,266 candidates, 409 and 296 are newly-determined respectively
when the thresholds were set at 0.5 and 0.9. Through manual inspection, The
true number of hot subdwarfs in the three newly-determined canditates are 176,
63, and 41, the corresponding precision of the classification model in the
three cases are 67.94%, 84.88%, and 87.60%, respectively. Finally, we train a
Se-ResNet regression model with MAE values of 1212.65 K for Teff, 0.32 dex for
log g and 0.24 for [He/H], and predict the atmospheric parameters of these 176
hot subdwarf stars. This provides a certain amount of samples to help for
future studies of hot subdwarfs.",2022-12-20T15:52:03Z
The TIME Table: Rotation and Ages of Cool Exoplanet Host Stars,"Age is a stellar parameter that is both fundamental and difficult to
determine. Among middle-aged M dwarfs, the most prolific hosts of close-in and
detectable exoplanets, gyrochronology is the most promising method to assign
ages, but requires calibration by rotation-temperature sequences (gyrochrones)
in clusters of known ages. We curated a catalog of 249 late K- and M-type
(($T_{eff}$=3200-4200K) exoplanet host stars with established rotation periods,
and applied empirical, temperature-dependent rotation-age relations based on
relevant published gyrochrones, including one derived from observations of the
4 Gyr-old open cluster M67. We estimated ages for 227 of these stars, and upper
limits for 8 others, excluding 14 which have too rapidly rotating or are
otherwise outside the valid parameter range of our gyrochronology. We estimated
uncertainties based on observed scatter in rotation periods in young clusters,
error in the gyrochrones, and uncertainties in temperature and non-solar
metallicity. For those stars with measured metallicities, we provide but do not
incorporate a correction for the effects of deviation from solar metallicity.
The age distribution of our sample declines to near zero at 10 Gyr, the age of
the Galactic disk, with the handful of outliers explainable by large
uncertainties. Continued addition or extension of cluster rotation sequences to
more thoroughly calibrate the gyrochronology in time and temperature space,
more precise and robust measurement of rotation periods, and more accurate
stellar parameter measurements will enable continued improvements in the age
estimates of these important exoplanet host stars.",2023-01-28T06:38:46Z
"binary_c-python: A Python-based stellar population synthesis tool and
  interface to binary_c","We present the software package binary_c-python which provides a convenient
and easy-to-use interface to the binary_c framework, allowing the user to
rapidly evolve individual systems and populations of stars. binary_c-python is
available on Pip and on GitLab. binary_c-python contains many useful features
to control and process the output of binary_c, like by providing
binary_c-python with logging statements that are dynamically compiled and
loaded into binary_c. Moreover, we have recently added standardised output of
events like Roche-lobe overflow or double compact-object formation to binary_c,
and automatic parsing and managing of that output in binary_c-python.
binary_c-python uses multiprocessing to utilise all the cores on a particular
machine, and can run populations with HPC cluster workload managers like
HTCondor and Slurm, allowing the user to run simulations on large computing
clusters. We provide documentation that is automatically generated based on
docstrings and a suite of Jupyter notebooks. These notebooks consist of
technical tutorials on how to use binary_c-python and use-case scenarios aimed
at doing science. Much of binary_c-python is covered by unit tests to ensure
reliability and correctness, and the test coverage is continually increased as
the package is improved.",2023-06-05T11:04:17Z
Benchmarking Gaia DR3 Apsis with the Hyades and Pleiades open clusters,"The Gaia astrophysical parameters inference system (Apsis) provides
astrophysical parameter estimates for several to 100s of millions of stars. We
aim to benchmark Gaia DR3 Apsis. We have compiled about 1500 bona fide single
stars in the Hyades and Pleiades open clusters for validation of PARSEC
isochrones, and for comparison with Apsis estimates. PARSEC stellar isochrones
in the Gaia photometric system enable us to assign average ages and
metallicities to the clusters, and mass, effective temperature, luminosity, and
surface gravity to the individual stars. Apsis does not recover the single-age,
single-metallicity characteristic of the cluster populations. Ages assigned to
cluster members seemingly follow the input template for Galactic populations,
with earlier-type stars systematically being assigned younger ages than
later-type stars. Cluster metallicities are underestimated by 0.1 to 0.2 dex.
Effective temperature estimates are in general reliable. Surface gravity
estimates reveal strong systematics for specific ranges of Gaia BP-RP colours.
We caution that Gaia DR3 Apsis estimates can be subject to significant
systematics. Some of the Apsis estimates, like metallicity, might only be
meaningful for statistical studies of the time-averaged Galactic stellar
population, but are not recommended to be used for individual stars.",2023-06-05T18:00:03Z
"Calibration of metallicity of LAMOST M dwarf stars Using FGK+M wide
  binaries","Estimating precise metallicity of M dwarfs is a well-known difficult problem
due to their complex spectra. In this work, we empirically calibrate the
metallicity using wide binaries with a F, G, or K dwarf and a M dwarf
companion. With 1308 FGK+M wide binaries well observed by LAMOST, we calibrated
M dwarf's [Fe/H] by using the Stellar LAbel Machine (SLAM) model, a data-driven
method based on support vector regression (SVR). The [Fe/H] labels of the
training data are from FGK companions in range of [-1,0.5] dex. The Teffs are
selected from Li et al. (2021), spanning [3100,4400] K. The uncertainties in
SLAM estimates of [Fe/H] and Teff are ~0.15 dex and ~40 K, respectively, at
snri > 100, where snri is the signal-to-noise ratio (SNR) at i-band of M dwarf
spectra. We applied the trained SLAM model to determine the [Fe/H] and Teff for
~630,000 M dwarfs with low-resolution spectra in LAMOST DR9. Compared to other
literature also using FGK+M wide binaries for calibration, our [Fe/H] estimates
show no bias but a scatter of ~ 0.14-0.18 dex. However, the [Fe/H] compared to
APOGEE shows a systematic difference of ~ 0.10-0.15 dex with a scatter of ~
0.15-0.20 dex. While the Teff compared to APOGEE has a bias of 3 K with a
scatter of 62 K, it is systematically higher by 180 K compared to other
calibrations based on the bolometric temperature. Finally, we calculated the
zeta index for 1308 M dwarf secondaries and presents a moderate correlation
between zeta and [Fe/H].",2023-12-20T08:08:11Z
The AO327 Drift Survey Catalog and Data Release of Pulsar Detections,"The AO327 drift survey for radio pulsars and transients used the Arecibo
telescope from 2010 until its collapse in 2020. AO327 collected ~3100 hours of
data at 327 MHz with a time resolution of 82 us and frequency resolution of 24
kHz. While the main motivation for such surveys is the discovery of new pulsars
and new, even unforeseen, types of radio transients, they also serendipitously
collect a wealth of data on known pulsars. We present an electronic catalog of
data and data products on 206 pulsars whose periodic emission was detected by
AO327 and are listed in the ATNF catalog of all published pulsars. The AO327
data products include dedispersed time series at full time resolution, average
(""folded"") pulse profiles, Gaussian pulse profile templates, and an absolute
phase reference that allows phase-aligning the AO327 pulse profiles in a
physically meaningful manner with profiles from data taken with other
instruments. We also provide machine-readable tables with uncalibrated flux
measurements at 327 MHz and pulse widths at 50% and 10% of the pulse peak
determined from the fitted Gaussian profile templates. The AO327 catalog data
set can be used in applications like population analysis of radio pulsars,
pulse profile evolution studies in time and frequency, cone and core emission
of the pulsar beam, scintillation, pulse intensity distributions, and others.
It also constitutes a ready-made resource for teaching signal processing and
pulsar astronomy techniques.",2024-01-03T19:16:40Z
An Eccentric Planet Orbiting the Polar V808 Aurigae,"We analyze 15 years of eclipse timings of the polar V808 Aur. The rapid
ingress/egress of the white dwarf and bright accretion region provide timings
as precise as a few tenths of a second for rapid cadence photometric data. We
find that between 2015 and 2018, the eclipse timings deviated from a linear
ephemeris by more than 30 s. The rapid timing change is consistent with the
periastron passage of a planet in an eccentric orbit about the polar. The best
fit orbital period is 11$\pm 1$ yr and we estimate a projected mass of
$Msin(i)=6.8\pm 0.7$ Jupiter masses. We also show that the eclipse timings are
correlated with the brightness of the polar with a slope of 1.1 s/mag. This is
likely due to the change in the geometry of the accretion curtains as a
function of the mass transfer rate in the polar. While an eccentric planet
offers an excellent explanation to the available eclipse data for V808 Aur,
proposed planetary systems in other eclipsing polars have often struggled to
accurately predict future eclipse timings.",2024-02-26T19:01:01Z
"Echo Location: Distances to Galactic Supernovae From ASAS-SN Light
  Echoes and 3D Dust Maps","Light echoes occur when light from a luminous transient is scattered by dust
back into our line of sight with a time delay due to the extra propagation
distance. We introduce a novel approach to estimating the distance to a source
by combining light echoes with recent three-dimensional dust maps. We identify
light echoes from the historical supernovae Cassiopeia A and Tycho's SN in
nearly a decade of imaging from the All-Sky Automated Survey for Supernovae
(ASAS-SN). Using these light echoes, we find distances of $3.6\pm0.1$ kpc and
$3.2^{+0.1}_{-0.2}$ kpc to Cas A and Tycho, respectively, which are generally
consistent with previous estimates but are more precise. These distance
uncertainties are primarily dominated by the low distance resolution of the 3D
dust maps, which will likely improve in the future. The candidate single
degenerate explosion donor stars B and G in Tycho are clearly foreground stars.
Finally, the inferred reddening towards each SN agrees well with the
intervening H I column density estimates from X-ray analyses of the remnants.",2024-07-19T18:00:00Z
"Explorations Beyond the Snow Line: Spitzer/IRS Spectra of Debris Disks
  Around Solar-Type Stars","We have observed 152 nearby solar-type stars with the Infrared Spectrometer
(IRS) on the Spitzer Space Telescope. Including stars that met our criteria but
were observed in other surveys, we get an overall success rate for finding
excesses in the long wavelength IRS band (30-34 micron) of 11.8% +/- 2.4%. The
success rate for excesses in the short wavelength band (8.5-12 micron) is ~1%
including sources from other surveys. For stars with no excess at 8.5-12
microns, the IRS data set 3 sigma limits of around 1,000 times the level of
zodiacal emission present in our solar system, while at 30-34 microns set
limits of around 100 times the level of our solar system. Two stars (HD 40136
and HD 10647) show weak evidence for spectral features; the excess emission in
the other systems is featureless. If the emitting material consists of large
(10 micron) grains as implied by the lack of spectral features, we find that
these grains are typically located at or beyond the snow line, ~1-35 AU from
the host stars, with an average distance of 14 +/- 6 AU; however smaller grains
could be located at significantly greater distances from the host stars. These
distances correspond to dust temperatures in the range ~50-450 K. Several of
the disks are well modeled by a single dust temperature, possibly indicative of
a ring-like structure. However, a single dust temperature does not match the
data for other disks in the sample, implying a distribution of temperatures
within these disks. For most stars with excesses, we detect an excess at both
IRS and MIPS wavelengths. Only three stars in this sample show a MIPS 70 micron
excess with no IRS excess, implying that very cold dust is rare around
solar-type stars.",2009-09-01T00:42:17Z
"The Ultraviolet Radiation Environment Around M dwarf Exoplanet Host
  Stars","The spectral and temporal behavior of exoplanet host stars is a critical
input to models of the chemistry and evolution of planetary atmospheres. At
present, little observational or theoretical basis exists for understanding the
ultraviolet spectra of M dwarfs, despite their critical importance to
predicting and interpreting the spectra of potentially habitable planets as
they are obtained in the coming decades. Using observations from the Hubble
Space Telescope, we present a study of the UV radiation fields around nearby M
dwarf planet hosts that covers both FUV and NUV wavelengths. The combined
FUV+NUV spectra are publically available in machine-readable format. We find
that all six exoplanet host stars in our sample (GJ 581, GJ 876, GJ 436, GJ
832, GJ 667C, and GJ 1214) exhibit some level of chromospheric and transition
region UV emission. No ""UV quiet"" M dwarfs are observed. The bright stellar
Ly-alpha emission lines are reconstructed, and we find that the Ly-alpha line
fluxes comprise ~37-75% of the total 1150-3100A flux from most M dwarfs; >
10^{3} times the solar value. The F(FUV)/F(NUV) flux ratio, a driver for
abiotic production of the suggested biomarkers O2 and O3, is shown to be ~0.5-3
for all M dwarfs in our sample, > 10^{3} times the solar ratio. For the four
stars with moderate signal-to-noise COS time-resolved spectra, we find UV
emission line variability with amplitudes of 50-500% on 10^{2} - 10^{3} s
timescales. Finally, we observe relatively bright H2 fluorescent emission from
four of the M dwarf exoplanetary systems (GJ 581, GJ 876, GJ 436, and GJ 832).
Additional modeling work is needed to differentiate between a stellar
photospheric or possible exoplanetary origin for the hot (T(H2) \approx
2000-4000 K) molecular gas observed in these objects.",2012-12-19T21:00:01Z
The Occurrence Rate of Small Planets around Small Stars,"We use the optical and near-infrared photometry from the Kepler Input Catalog
to provide improved estimates of the stellar characteristics of the smallest
stars in the Kepler target list. We find 3897 dwarfs with temperatures below
4000K, including 64 planet candidate host stars orbited by 95 transiting planet
candidates. We refit the transit events in the Kepler light curves for these
planet candidates and combine the revised planet/star radius ratios with our
improved stellar radii to revise the radii of the planet candidates orbiting
the cool target stars. We then compare the number of observed planet candidates
to the number of stars around which such planets could have been detected in
order to estimate the planet occurrence rate around cool stars. We find that
the occurrence rate of 0.5-4 Earth radius planets with orbital periods shorter
than 50 days is 0.90 (+0.04/-0.03) planets per star. The occurrence rate of
Earth-size (0.5-1.4 Earth radius) planets is constant across the temperature
range of our sample at 0.51 (+0.06/-0.05) Earth-size planets per star, but the
occurrence of 1.4-4 Earth radius planets decreases significantly at cooler
temperatures. Our sample includes 2 Earth-size planet candidates in the
habitable zone, allowing us to estimate that the mean number of Earth-size
planets in the habitable zone is 0.15 (+0.13/-0.06) planets per cool star. Our
95% confidence lower limit on the occurrence rate of Earth-size planets in the
habitable zones of cool stars is 0.04 planets per star. With 95% confidence,
the nearest transiting Earth-size planet in the habitable zone of a cool star
is within 21 pc. Moreover, the nearest non-transiting planet in the habitable
zone is within 5 pc with 95% confidence.",2013-02-07T06:07:06Z
